Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2018-11-05,The Titan,2018,https://letterboxd.com/forrestdiamond/film/the-titan/,2,,,2018-11-03
2018-11-05,Righteous Kill,2008,https://letterboxd.com/forrestdiamond/film/righteous-kill/,1,,,2018-11-03
2018-11-05,Swordfish,2001,https://letterboxd.com/forrestdiamond/film/swordfish/,2,,,2018-11-03
2018-11-13,The Outsider,2018,https://letterboxd.com/forrestdiamond/film/the-outsider-2018/,2,,,2018-11-11
2018-11-13,Acts of Vengeance,2017,https://letterboxd.com/forrestdiamond/film/acts-of-vengeance/,1,,,2018-11-11
2018-11-13,Outlaw King,2018,https://letterboxd.com/forrestdiamond/film/outlaw-king/,2,,,2018-11-11
2018-11-27,The Ballad of Buster Scruggs,2018,https://letterboxd.com/forrestdiamond/film/the-ballad-of-buster-scruggs/,3,,,2018-11-18
2018-11-27,Sorry to Bother You,2018,https://letterboxd.com/forrestdiamond/film/sorry-to-bother-you/,4,,,2018-11-18
2018-11-27,Incredibles 2,2018,https://letterboxd.com/forrestdiamond/film/incredibles-2/1/,3,Yes,,2018-11-22
2018-12-02,Venom,2018,https://letterboxd.com/forrestdiamond/film/venom-2018/,3,,,2018-11-29
2018-12-02,Mile 22,2018,https://letterboxd.com/forrestdiamond/film/mile-22/,1,,,2018-12-01
2018-12-06,Peppermint,2018,https://letterboxd.com/forrestdiamond/film/peppermint-2018/,2,,,2018-12-05
2019-01-05,The Predator,2018,https://letterboxd.com/forrestdiamond/film/the-predator/,3,,,2018-12-21
2018-12-29,Bad Times at the El Royale,2018,https://letterboxd.com/forrestdiamond/film/bad-times-at-the-el-royale/,4,,,2018-12-27
2018-12-31,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/forrestdiamond/film/spider-man-into-the-spider-verse/,5,,,2018-12-29
2018-12-31,Gringo,2018,https://letterboxd.com/forrestdiamond/film/gringo-2018/,2.5,,,2018-12-30
2019-01-05,BlacKkKlansman,2018,https://letterboxd.com/forrestdiamond/film/blackkklansman/,3,,,2019-01-04
2019-01-10,Mandy,2018,https://letterboxd.com/forrestdiamond/film/mandy-2018/,3,,,2019-01-09
2019-01-13,Split,2016,https://letterboxd.com/forrestdiamond/film/split-2016/,4,,,2019-01-13
2019-01-20,Total Recall,1990,https://letterboxd.com/forrestdiamond/film/total-recall/,4,,,2019-01-19
2019-01-22,Next,2007,https://letterboxd.com/forrestdiamond/film/next/,1.5,,,2019-01-21
2019-01-24,The Commuter,2018,https://letterboxd.com/forrestdiamond/film/the-commuter/,2,,,2019-01-23
2019-01-26,Paddington,2014,https://letterboxd.com/forrestdiamond/film/paddington/,4.5,,,2019-01-25
2019-01-26,Widows,2018,https://letterboxd.com/forrestdiamond/film/widows-2018/,3.5,,,2019-01-26
2019-01-27,The Standoff at Sparrow Creek,2018,https://letterboxd.com/forrestdiamond/film/the-standoff-at-sparrow-creek/,4,,,2019-01-26
2019-01-27,Aquaman,2018,https://letterboxd.com/forrestdiamond/film/aquaman-2018/,2.5,,,2019-01-26
2019-01-28,Witness,1985,https://letterboxd.com/forrestdiamond/film/witness/,3.5,,"action, thriller",2019-01-27
2019-02-06,Paddington 2,2017,https://letterboxd.com/forrestdiamond/film/paddington-2/,4,,,2019-02-03
2019-02-17,Raising Arizona,1987,https://letterboxd.com/forrestdiamond/film/raising-arizona/,3.5,,,2019-02-15
2019-02-17,You Were Never Really Here,2017,https://letterboxd.com/forrestdiamond/film/you-were-never-really-here/1/,5,Yes,,2019-02-16
2019-02-18,Inherent Vice,2014,https://letterboxd.com/forrestdiamond/film/inherent-vice/,3,,,2019-02-17
2019-02-18,Kiss Kiss Bang Bang,2005,https://letterboxd.com/forrestdiamond/film/kiss-kiss-bang-bang-2005/,4,,,2019-02-17
2019-02-19,The Favourite,2018,https://letterboxd.com/forrestdiamond/film/the-favourite/,3,,,2019-02-18
2019-02-20,Braven,2018,https://letterboxd.com/forrestdiamond/film/braven/,3,,,2019-02-19
2019-02-23,Out of Sight,1998,https://letterboxd.com/forrestdiamond/film/out-of-sight/1/,4.5,Yes,,2019-02-22
2019-02-26,Bloodsport,1988,https://letterboxd.com/forrestdiamond/film/bloodsport/,2.5,,,2019-02-25
2019-03-07,Layer Cake,2004,https://letterboxd.com/forrestdiamond/film/layer-cake/1/,3.5,Yes,,2019-03-05
2019-03-09,Heat,1995,https://letterboxd.com/forrestdiamond/film/heat-1995/,4.5,,,2019-03-07
2019-03-09,Doom,2005,https://letterboxd.com/forrestdiamond/film/doom/,2,,,2019-03-07
2019-03-10,The Emperor's New Groove,2000,https://letterboxd.com/forrestdiamond/film/the-emperors-new-groove/,4.5,,,2019-03-08
2019-03-14,Hot Fuzz,2007,https://letterboxd.com/forrestdiamond/film/hot-fuzz/,3.5,,,2019-03-12
2019-03-16,The Crew,2015,https://letterboxd.com/forrestdiamond/film/the-crew-2015/,3,,,2019-03-14
2019-03-17,Hell or High Water,2016,https://letterboxd.com/forrestdiamond/film/hell-or-high-water/,4.5,,,2019-03-15
2019-03-17,As Good as It Gets,1997,https://letterboxd.com/forrestdiamond/film/as-good-as-it-gets/,3.5,,"rom-com, poor-ager, feel-good",2019-03-16
2019-03-21,The Fugitive,1993,https://letterboxd.com/forrestdiamond/film/the-fugitive-1993/,4,,"thriller, feel-good, wm-heavy",2019-03-20
2019-03-21,Overlord,2018,https://letterboxd.com/forrestdiamond/film/overlord-2018/,3.5,,"body-horror, thriller",2019-03-20
2019-03-22,Destroyer,2018,https://letterboxd.com/forrestdiamond/film/destroyer-2018/,3.5,,action,2019-03-21
2019-03-23,The Silence of the Lambs,1991,https://letterboxd.com/forrestdiamond/film/the-silence-of-the-lambs/,4,,thriller,2019-03-23
2019-03-28,Akira,1988,https://letterboxd.com/forrestdiamond/film/akira/,4.5,,,2019-03-27
2019-03-29,Ghost in the Shell,1995,https://letterboxd.com/forrestdiamond/film/ghost-in-the-shell/1/,3.5,Yes,,2019-03-28
2019-04-05,Bumblebee,2018,https://letterboxd.com/forrestdiamond/film/bumblebee/,1.5,,,2019-04-04
2019-04-12,The Man from Nowhere,2010,https://letterboxd.com/forrestdiamond/film/the-man-from-nowhere/,3,,,2019-04-11
2019-04-17,Ocean's Eleven,2001,https://letterboxd.com/forrestdiamond/film/oceans-eleven-2001/,5,,,2019-04-15
2019-04-19,Ocean's Twelve,2004,https://letterboxd.com/forrestdiamond/film/oceans-twelve/,2,,,2019-04-17
2019-04-21,Ocean's Thirteen,2007,https://letterboxd.com/forrestdiamond/film/oceans-thirteen/,3,,,2019-04-20
2019-05-01,Captain Marvel,2019,https://letterboxd.com/forrestdiamond/film/captain-marvel/,4,,,2019-04-30
2019-05-02,Avengers: Endgame,2019,https://letterboxd.com/forrestdiamond/film/avengers-endgame/,2,,,2019-05-01
2019-05-03,Glass,2019,https://letterboxd.com/forrestdiamond/film/glass-2019/,2.5,,,2019-05-02
2019-05-05,Shadow,2018,https://letterboxd.com/forrestdiamond/film/shadow-2018/,3.5,,,2019-05-05
2019-05-06,Thor: Ragnarok,2017,https://letterboxd.com/forrestdiamond/film/thor-ragnarok/1/,3.5,Yes,,2019-05-05
2019-05-07,Ant-Man and the Wasp,2018,https://letterboxd.com/forrestdiamond/film/ant-man-and-the-wasp/,3,,,2019-05-05
2019-05-12,Shaft,1971,https://letterboxd.com/forrestdiamond/film/shaft/,2,,,2019-05-12
2019-05-13,Shaft,2000,https://letterboxd.com/forrestdiamond/film/shaft-2000/,1,,,2019-05-13
2019-05-14,Cold Pursuit,2019,https://letterboxd.com/forrestdiamond/film/cold-pursuit/,2,,,2019-05-13
2019-05-17,Serenity,2019,https://letterboxd.com/forrestdiamond/film/serenity-2019/,1.5,,,2019-05-15
2019-05-20,John Wick: Chapter 2,2017,https://letterboxd.com/forrestdiamond/film/john-wick-chapter-2/1/,4,Yes,,2019-05-18
2019-05-23,Fantastic Beasts: The Crimes of Grindelwald,2018,https://letterboxd.com/forrestdiamond/film/fantastic-beasts-the-crimes-of-grindelwald/,1.5,,,2019-05-22
2019-05-23,Toy Story 2,1999,https://letterboxd.com/forrestdiamond/film/toy-story-2/,4,,,2019-05-22
2019-05-26,Robin Hood,2018,https://letterboxd.com/forrestdiamond/film/robin-hood-2018/,1.5,,,2019-05-24
2019-05-26,Toy Story 3,2010,https://letterboxd.com/forrestdiamond/film/toy-story-3/,5,,,2019-05-25
2019-05-27,Point Break,1991,https://letterboxd.com/forrestdiamond/film/point-break/,4,,,2019-05-26
2019-05-29,A History of Violence,2005,https://letterboxd.com/forrestdiamond/film/a-history-of-violence/,4,,,2019-05-28
2019-06-03,Raiders of the Lost Ark,1981,https://letterboxd.com/forrestdiamond/film/raiders-of-the-lost-ark/,4,,,2019-05-30
2019-06-13,Pokémon Detective Pikachu,2019,https://letterboxd.com/forrestdiamond/film/pokemon-detective-pikachu/,3.5,,,2019-05-31
2019-06-05,John Wick,2014,https://letterboxd.com/forrestdiamond/film/john-wick/2/,4,Yes,,2019-06-04
2019-06-07,"Extremely Wicked, Shockingly Evil and Vile",2019,https://letterboxd.com/forrestdiamond/film/extremely-wicked-shockingly-evil-and-vile/,3,,,2019-06-05
2019-06-08,Con Air,1997,https://letterboxd.com/forrestdiamond/film/con-air/,2,,,2019-06-07
2019-06-09,I Am Mother,2019,https://letterboxd.com/forrestdiamond/film/i-am-mother/,3,,,2019-06-07
2019-06-14,"Monsters, Inc.",2001,https://letterboxd.com/forrestdiamond/film/monsters-inc/,4,,,2019-06-12
2019-06-15,Predestination,2014,https://letterboxd.com/forrestdiamond/film/predestination/,4,,,2019-06-14
2019-06-17,Déjà Vu,2006,https://letterboxd.com/forrestdiamond/film/deja-vu/,3,,,2019-06-16
2019-06-17,2036: Nexus Dawn,2017,https://letterboxd.com/forrestdiamond/film/2036-nexus-dawn/,3,,,2019-06-16
2019-06-17,2048: Nowhere to Run,2017,https://letterboxd.com/forrestdiamond/film/2048-nowhere-to-run/,2,,,2019-06-16
2019-06-17,Blade Runner: Black Out 2022,2017,https://letterboxd.com/forrestdiamond/film/blade-runner-black-out-2022/,4,,,2019-06-16
2019-06-18,"Hail, Caesar!",2016,https://letterboxd.com/forrestdiamond/film/hail-caesar-2016/,2,,,2019-06-17
2019-06-22,Crimson Tide,1995,https://letterboxd.com/forrestdiamond/film/crimson-tide/,3.5,,,2019-06-22
2019-06-28,Spider-Man: Into the Spider-Verse,2018,https://letterboxd.com/forrestdiamond/film/spider-man-into-the-spider-verse/1/,4.5,Yes,,2019-06-26
2019-06-30,Idiocracy,2006,https://letterboxd.com/forrestdiamond/film/idiocracy/,2.5,,,2019-06-27
2019-06-30,Last Action Hero,1993,https://letterboxd.com/forrestdiamond/film/last-action-hero/,4,,,2019-06-29
2019-07-01,Burn After Reading,2008,https://letterboxd.com/forrestdiamond/film/burn-after-reading/,5,,,2019-06-30
2019-07-01,Get Out,2017,https://letterboxd.com/forrestdiamond/film/get-out-2017/,4.5,,,2019-06-30
2019-07-02,No Country for Old Men,2007,https://letterboxd.com/forrestdiamond/film/no-country-for-old-men/,5,,,2019-07-01
2019-07-08,Ice Age,2002,https://letterboxd.com/forrestdiamond/film/ice-age/,1.5,,,2019-07-06
2019-07-09,Alita: Battle Angel,2019,https://letterboxd.com/forrestdiamond/film/alita-battle-angel/,2,,,2019-07-07
2019-07-09,Captain America: The First Avenger,2011,https://letterboxd.com/forrestdiamond/film/captain-america-the-first-avenger/,2.5,,,2019-07-07
2019-07-09,Captain America: The Winter Soldier,2014,https://letterboxd.com/forrestdiamond/film/captain-america-the-winter-soldier/,3.5,,,2019-07-07
2019-07-10,The Fast and the Furious,2001,https://letterboxd.com/forrestdiamond/film/the-fast-and-the-furious-2001/,3,,,2019-07-08
2019-07-13,The Lobster,2015,https://letterboxd.com/forrestdiamond/film/the-lobster/,4,,,2019-07-13
2019-07-14,Under the Silver Lake,2018,https://letterboxd.com/forrestdiamond/film/under-the-silver-lake/,2.5,,,2019-07-13
2019-07-15,Aliens,1986,https://letterboxd.com/forrestdiamond/film/aliens/,3.5,,,2019-07-14
2019-07-15,The Crow,1994,https://letterboxd.com/forrestdiamond/film/the-crow/,3.5,,,2019-07-14
2019-07-16,2 Fast 2 Furious,2003,https://letterboxd.com/forrestdiamond/film/2-fast-2-furious/,4,,,2019-07-15
2019-07-17,Batman Begins,2005,https://letterboxd.com/forrestdiamond/film/batman-begins/,3,,,2019-07-15
2019-07-22,John Carter,2012,https://letterboxd.com/forrestdiamond/film/john-carter/,1.5,,,2019-07-20
2019-07-22,Indiana Jones and the Last Crusade,1989,https://letterboxd.com/forrestdiamond/film/indiana-jones-and-the-last-crusade/,4,,,2019-07-21
2019-07-22,The Hangover,2009,https://letterboxd.com/forrestdiamond/film/the-hangover/,3.5,,,2019-07-21
2019-07-30,Billy Elliot,2000,https://letterboxd.com/forrestdiamond/film/billy-elliot/,4,,,2019-07-29
2019-08-01,Pocahontas,1995,https://letterboxd.com/forrestdiamond/film/pocahontas/,2.5,,,2019-07-31
2019-08-10,Shazam!,2019,https://letterboxd.com/forrestdiamond/film/shazam/,1.5,,,2019-08-09
2019-08-10,The Dark Knight,2008,https://letterboxd.com/forrestdiamond/film/the-dark-knight/,3.5,,,2019-08-09
2019-08-11,The Pink Panther,2006,https://letterboxd.com/forrestdiamond/film/the-pink-panther/,1.5,,,2019-08-10
2019-08-12,Inglourious Basterds,2009,https://letterboxd.com/forrestdiamond/film/inglourious-basterds/,3.5,,,2019-08-11
2019-08-13,Mission: Impossible - Ghost Protocol,2011,https://letterboxd.com/forrestdiamond/film/mission-impossible-ghost-protocol/1/,4,Yes,,2019-08-12
2019-08-13,Robin Hood,2010,https://letterboxd.com/forrestdiamond/film/robin-hood-2010/,2,,,2019-08-12
2019-08-14,The Fast and the Furious: Tokyo Drift,2006,https://letterboxd.com/forrestdiamond/film/the-fast-and-the-furious-tokyo-drift/,3.5,,,2019-08-13
2019-08-15,Mission: Impossible - Rogue Nation,2015,https://letterboxd.com/forrestdiamond/film/mission-impossible-rogue-nation/,4.5,,,2019-08-13
2019-08-15,Morgan,2016,https://letterboxd.com/forrestdiamond/film/morgan-2016/,2,,,2019-08-14
2019-08-15,Horrible Bosses,2011,https://letterboxd.com/forrestdiamond/film/horrible-bosses/,4,,,2019-08-14
2019-08-15,RED,2010,https://letterboxd.com/forrestdiamond/film/red-2010/,2,,,2019-08-14
2019-08-15,Tag,2018,https://letterboxd.com/forrestdiamond/film/tag-2018/1/,3.5,Yes,,2019-08-14
2019-08-21,Us,2019,https://letterboxd.com/forrestdiamond/film/us-2019/,3.5,,,2019-08-19
2019-08-21,Dazed and Confused,1993,https://letterboxd.com/forrestdiamond/film/dazed-and-confused/,2.5,,,2019-08-19
2019-08-29,Paris Is Burning,1990,https://letterboxd.com/forrestdiamond/film/paris-is-burning/,5,,,2019-08-28
2019-09-02,The Wandering Earth,2019,https://letterboxd.com/forrestdiamond/film/the-wandering-earth/,2,,,2019-08-31
2019-09-02,Ralph Breaks the Internet,2018,https://letterboxd.com/forrestdiamond/film/ralph-breaks-the-internet/,2,,,2019-09-01
2019-09-04,The Lord of the Rings: The Two Towers,2002,https://letterboxd.com/forrestdiamond/film/the-lord-of-the-rings-the-two-towers/,4,,,2019-09-02
2019-09-04,The Lord of the Rings: The Return of the King,2003,https://letterboxd.com/forrestdiamond/film/the-lord-of-the-rings-the-return-of-the-king/,3,,,2019-09-03
2019-09-07,Travis Scott: Look Mom I Can Fly,2019,https://letterboxd.com/forrestdiamond/film/travis-scott-look-mom-i-can-fly/,2,,,2019-09-06
2019-09-16,Tomb Raider,2018,https://letterboxd.com/forrestdiamond/film/tomb-raider/1/,3,,,2019-09-14
2019-09-21,Unicorn Store,2017,https://letterboxd.com/forrestdiamond/film/unicorn-store/,2,,,2019-09-20
2019-09-27,Her,2013,https://letterboxd.com/forrestdiamond/film/her/,3.5,,,2019-09-25
2019-09-29,John Wick: Chapter 3 - Parabellum,2019,https://letterboxd.com/forrestdiamond/film/john-wick-chapter-3-parabellum/,3.5,,,2019-09-27
2019-09-29,Dark Phoenix,2019,https://letterboxd.com/forrestdiamond/film/dark-phoenix/,1.5,,,2019-09-27
2019-09-29,Polar,2019,https://letterboxd.com/forrestdiamond/film/polar-2019/,1,,,2019-09-28
2019-09-30,The Night Comes for Us,2018,https://letterboxd.com/forrestdiamond/film/the-night-comes-for-us/,3.5,,,2019-09-29
2019-10-01,Ad Astra,2019,https://letterboxd.com/forrestdiamond/film/ad-astra-2019/,4,,,2019-09-30
2019-10-08,Spider-Man: Far from Home,2019,https://letterboxd.com/forrestdiamond/film/spider-man-far-from-home/,2.5,,,2019-10-06
2019-10-08,Godzilla: King of the Monsters,2019,https://letterboxd.com/forrestdiamond/film/godzilla-king-of-the-monsters-2019/,1.5,,,2019-10-06
2019-10-08,The American,2010,https://letterboxd.com/forrestdiamond/film/the-american/,4,,,2019-10-07
2019-10-10,Burning,2018,https://letterboxd.com/forrestdiamond/film/burning-2018/,4,,,2019-10-09
2019-10-10,The Siege of Jadotville,2016,https://letterboxd.com/forrestdiamond/film/the-siege-of-jadotville/,2.5,,,2019-10-09
2019-10-14,Jackie Brown,1997,https://letterboxd.com/forrestdiamond/film/jackie-brown/,3.5,,,2019-10-12
2019-10-15,Kedi,2016,https://letterboxd.com/forrestdiamond/film/kedi-2016/,5,,,2019-10-14
2019-10-18,Insidious,2010,https://letterboxd.com/forrestdiamond/film/insidious/,2.5,,,2019-10-16
2019-10-25,Rosemary's Baby,1968,https://letterboxd.com/forrestdiamond/film/rosemarys-baby/,4,,,2019-10-23
2019-11-02,The Thing,1982,https://letterboxd.com/forrestdiamond/film/the-thing/,4,,,2019-10-31
2019-11-05,In the Shadow of the Moon,2019,https://letterboxd.com/forrestdiamond/film/in-the-shadow-of-the-moon-2019/,2,,,2019-11-03
2019-11-07,Dante's Peak,1997,https://letterboxd.com/forrestdiamond/film/dantes-peak/,1.5,,,2019-11-05
2019-11-11,District 9,2009,https://letterboxd.com/forrestdiamond/film/district-9/,3.5,,,2019-11-10
2019-11-14,Star Wars: The Last Jedi,2017,https://letterboxd.com/forrestdiamond/film/star-wars-the-last-jedi/,2,,,2019-11-12
2019-11-14,Rumble in the Bronx,1995,https://letterboxd.com/forrestdiamond/film/rumble-in-the-bronx/,3.5,,,2019-11-13
2019-11-27,Mad Max: Fury Road,2015,https://letterboxd.com/forrestdiamond/film/mad-max-fury-road/,4.5,,,2019-11-16
2019-11-18,mother!,2017,https://letterboxd.com/forrestdiamond/film/mother-2017/,2.5,,,2019-11-17
2019-11-20,Joker,2019,https://letterboxd.com/forrestdiamond/film/joker-2019/,3.5,,,2019-11-19
2019-11-21,GoldenEye,1995,https://letterboxd.com/forrestdiamond/film/goldeneye/,3.5,,,2019-11-20
2019-11-21,Tomorrow Never Dies,1997,https://letterboxd.com/forrestdiamond/film/tomorrow-never-dies/,4,,,2019-11-20
2019-11-24,Once Upon a Time… in Hollywood,2019,https://letterboxd.com/forrestdiamond/film/once-upon-a-time-in-hollywood/,3.5,,,2019-11-22
2019-11-24,Shaun of the Dead,2004,https://letterboxd.com/forrestdiamond/film/shaun-of-the-dead/,2.5,,,2019-11-22
2019-11-24,Kingsman: The Secret Service,2014,https://letterboxd.com/forrestdiamond/film/kingsman-the-secret-service/,3.5,,,2019-11-23
2019-11-24,Kingsman: The Golden Circle,2017,https://letterboxd.com/forrestdiamond/film/kingsman-the-golden-circle/,1.5,,,2019-11-23
2019-11-25,Fantastic Mr. Fox,2009,https://letterboxd.com/forrestdiamond/film/fantastic-mr-fox/,4.5,,,2019-11-24
2019-11-28,Minions,2015,https://letterboxd.com/forrestdiamond/film/minions/,2,,,2019-11-27
2019-12-01,Hunt for the Wilderpeople,2016,https://letterboxd.com/forrestdiamond/film/hunt-for-the-wilderpeople/1/,5,Yes,,2019-11-29
2019-12-01,Harry Potter and the Half-Blood Prince,2009,https://letterboxd.com/forrestdiamond/film/harry-potter-and-the-half-blood-prince/,2,,,2019-11-30
2019-12-02,The Last Black Man in San Francisco,2019,https://letterboxd.com/forrestdiamond/film/the-last-black-man-in-san-francisco/,4.5,,,2019-12-01
2019-12-02,Yesterday,2019,https://letterboxd.com/forrestdiamond/film/yesterday-2019/,3,,,2019-12-01
2019-12-02,Harry Potter and the Deathly Hallows: Part 2,2011,https://letterboxd.com/forrestdiamond/film/harry-potter-and-the-deathly-hallows-part-2/,2.5,,,2019-12-01
2019-12-08,El Camino: A Breaking Bad Movie,2019,https://letterboxd.com/forrestdiamond/film/el-camino-a-breaking-bad-movie/,3.5,,,2019-12-07
2019-12-08,Drive,2011,https://letterboxd.com/forrestdiamond/film/drive-2011/1/,3.5,Yes,,2019-12-07
2019-12-13,Fast & Furious Presents: Hobbs & Shaw,2019,https://letterboxd.com/forrestdiamond/film/fast-furious-presents-hobbs-shaw/,2.5,,,2019-12-08
2019-12-13,Angel Has Fallen,2019,https://letterboxd.com/forrestdiamond/film/angel-has-fallen/,1.5,,,2019-12-12
2019-12-15,6 Underground,2019,https://letterboxd.com/forrestdiamond/film/6-underground/,1,,,2019-12-14
2019-12-27,Hustlers,2019,https://letterboxd.com/forrestdiamond/film/hustlers-2019/,4.5,,,2019-12-19
2019-12-27,Catch Me If You Can,2002,https://letterboxd.com/forrestdiamond/film/catch-me-if-you-can-2002/,3.5,,,2019-12-24
2019-12-27,Star Wars: The Rise of Skywalker,2019,https://letterboxd.com/forrestdiamond/film/star-wars-the-rise-of-skywalker/,3,,,2019-12-25
2019-12-28,The Irishman,2019,https://letterboxd.com/forrestdiamond/film/the-irishman-2019/,4,,,2019-12-27
2019-12-30,Self/less,2015,https://letterboxd.com/forrestdiamond/film/self-less/,1,,,2019-12-29
2019-12-30,"I, Tonya",2017,https://letterboxd.com/forrestdiamond/film/i-tonya/1/,3,Yes,,2019-12-29
2019-12-31,Dr. No,1962,https://letterboxd.com/forrestdiamond/film/dr-no/,4,,,2019-12-30
2020-01-01,From Russia with Love,1963,https://letterboxd.com/forrestdiamond/film/from-russia-with-love/,4,,,2019-12-30
2020-01-01,Goldfinger,1964,https://letterboxd.com/forrestdiamond/film/goldfinger/,3,,,2019-12-31
2020-01-01,Thunderball,1965,https://letterboxd.com/forrestdiamond/film/thunderball/,2,,,2019-12-31
2020-01-02,Panic Room,2002,https://letterboxd.com/forrestdiamond/film/panic-room/,4,,,2020-01-01
2020-01-04,Parasite,2019,https://letterboxd.com/forrestdiamond/film/parasite-2019/,5,,,2020-01-03
2020-01-05,Shot Caller,2017,https://letterboxd.com/forrestdiamond/film/shot-caller/,3,,,2020-01-04
2020-01-05,Sweet Virginia,2017,https://letterboxd.com/forrestdiamond/film/sweet-virginia/,3,,,2020-01-04
2020-01-05,A Serious Man,2009,https://letterboxd.com/forrestdiamond/film/a-serious-man/,3,,,2020-01-04
