Date,Name,Year,Letterboxd URI
2018-03-23,Bridge of Spies,2015,https://letterboxd.com/film/bridge-of-spies/
2018-03-23,The Hateful Eight,2015,https://letterboxd.com/film/the-hateful-eight/
2018-03-23,Room,2015,https://letterboxd.com/film/room-2015/
2018-03-23,"I, Tonya",2017,https://letterboxd.com/film/i-tonya/
2018-03-28,Four Brothers,2005,https://letterboxd.com/film/four-brothers/
2018-04-08,Black Panther,2018,https://letterboxd.com/film/black-panther-2018/
2018-04-08,Four Lions,2010,https://letterboxd.com/film/four-lions/
2018-04-11,Ready Player One,2018,https://letterboxd.com/film/ready-player-one/
2018-04-16,Isle of Dogs,2018,https://letterboxd.com/film/isle-of-dogs-2018/
2018-04-18,Annihilation,2018,https://letterboxd.com/film/annihilation/
2018-04-22,A Quiet Place,2018,https://letterboxd.com/film/a-quiet-place-2018/
2018-04-24,You Were Never Really Here,2017,https://letterboxd.com/film/you-were-never-really-here/
2018-04-29,Thor: Ragnarok,2017,https://letterboxd.com/film/thor-ragnarok/
2018-04-30,Adventureland,2009,https://letterboxd.com/film/adventureland/
2018-04-30,Avengers: Infinity War,2018,https://letterboxd.com/film/avengers-infinity-war/
2018-06-02,Magic Mike XXL,2015,https://letterboxd.com/film/magic-mike-xxl/
2018-06-02,Solo: A Star Wars Story,2018,https://letterboxd.com/film/solo-a-star-wars-story/
2018-06-02,Deadpool 2,2018,https://letterboxd.com/film/deadpool-2/
2018-06-05,Upgrade,2018,https://letterboxd.com/film/upgrade/
2018-06-12,Hotel Artemis,2018,https://letterboxd.com/film/hotel-artemis/
2018-06-12,Ocean's Eight,2018,https://letterboxd.com/film/oceans-eight/
2018-06-12,American Animals,2018,https://letterboxd.com/film/american-animals/
2018-06-25,Incredibles 2,2018,https://letterboxd.com/film/incredibles-2/
2018-06-25,Tag,2018,https://letterboxd.com/film/tag-2018/
2018-07-11,Jurassic World: Fallen Kingdom,2018,https://letterboxd.com/film/jurassic-world-fallen-kingdom/
2018-07-14,Sicario: Day of the Soldado,2018,https://letterboxd.com/film/sicario-day-of-the-soldado/
2018-07-16,Mission: Impossible,1996,https://letterboxd.com/film/mission-impossible/
2018-07-18,Tomb Raider,2018,https://letterboxd.com/film/tomb-raider/
2018-07-30,Equilibrium,2002,https://letterboxd.com/film/equilibrium/
2018-07-30,Red Sparrow,2018,https://letterboxd.com/film/red-sparrow/
2018-08-02,Tell No One,2006,https://letterboxd.com/film/tell-no-one/
2018-08-07,Rampage,2018,https://letterboxd.com/film/rampage-2018/
2018-08-07,Game Night,2018,https://letterboxd.com/film/game-night/
2018-08-08,Mission: Impossible - Fallout,2018,https://letterboxd.com/film/mission-impossible-fallout/
2018-08-12,Skyscraper,2018,https://letterboxd.com/film/skyscraper-2018/
2018-08-15,The Hurricane Heist,2018,https://letterboxd.com/film/the-hurricane-heist/
2018-08-17,Den of Thieves,2018,https://letterboxd.com/film/den-of-thieves/
2018-08-19,The Hitman's Bodyguard,2017,https://letterboxd.com/film/the-hitmans-bodyguard/
2018-08-21,The Death of Stalin,2017,https://letterboxd.com/film/the-death-of-stalin/
2018-08-23,Wind River,2017,https://letterboxd.com/film/wind-river-2017/
2018-08-25,Chinatown,1974,https://letterboxd.com/film/chinatown/
2018-08-29,Papillon,2017,https://letterboxd.com/film/papillon-2017/
2018-08-29,The Terminator,1984,https://letterboxd.com/film/the-terminator/
