Date,Name,Year,Letterboxd URI,Rating
2020-04-13,28 Days Later,2002,https://boxd.it/2aXU,2.5
2020-04-18,Killing Them Softly,2012,https://boxd.it/IQ,3.5
2020-04-26,Extraction,2020,https://boxd.it/jUjA,3.5
2020-04-27,The Adventures of Tintin,2011,https://boxd.it/1Irc,4
2020-04-28,The Limey,1999,https://boxd.it/1Woc,3.5
2020-04-29,Haywire,2011,https://boxd.it/2tx2,2
2020-05-01,Lethal Weapon,1987,https://boxd.it/29e0,3.5
2020-05-02,Frozen II,2019,https://boxd.it/aPvo,1.5
2020-05-04,Dolemite Is My Name,2019,https://boxd.it/je6E,4
2020-05-11,The Perks of Being a Wallflower,2012,https://boxd.it/2ZA8,1.5
2020-05-21,Good Time,2017,https://boxd.it/fcFu,3.5
2020-05-22,Road to Perdition,2002,https://boxd.it/24Lo,1.5
2020-05-26,Ace Ventura: Pet Detective,1994,https://boxd.it/25RW,2.5
2020-06-02,Cop Land,1997,https://boxd.it/27ly,4
2020-06-08,Super 8,2011,https://boxd.it/dVI,3
2020-06-09,Starship Troopers,1997,https://boxd.it/2a7k,4
2020-06-16,Gladiator,2000,https://boxd.it/2b9m,4
2020-06-23,Mulan,1998,https://boxd.it/1VFw,3.5
2020-06-29,Air Force One,1997,https://boxd.it/1XQw,2.5
2020-07-27,The Old Guard,2020,https://boxd.it/jY2e,3
2020-07-27,Palm Springs,2020,https://boxd.it/lCXQ,4
2020-07-28,Salt,2010,https://boxd.it/1rtK,2
2020-07-29,Hostage,2005,https://boxd.it/27Bc,2
2020-07-31,The Saint,1997,https://boxd.it/1Xkq,2
2020-08-02,Black Sea,2014,https://boxd.it/7dW6,4
2020-08-03,The Firm,1993,https://boxd.it/18JY,3
2020-08-09,Mad Max,1979,https://boxd.it/1Y7i,3
2020-08-09,2012,2009,https://boxd.it/1OE2,2
2020-08-10,Gone Girl,2014,https://boxd.it/6hQu,4
2020-08-16,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,https://boxd.it/hSyO,2
2020-08-27,Project Power,2020,https://boxd.it/ml8S,2
2020-08-29,The Last Days of American Crime,2020,https://boxd.it/bgx2,1
2020-09-01,Walk Hard: The Dewey Cox Story,2007,https://boxd.it/21wK,2
2020-09-08,Casino Royale,2006,https://boxd.it/1alk,4
2020-09-08,Quantum of Solace,2008,https://boxd.it/1Vs8,2
2020-09-10,Red Dragon,2002,https://boxd.it/1Yrs,2
2020-09-14,The Babysitter: Killer Queen,2020,https://boxd.it/n4VA,1
2020-09-14,Pineapple Express,2008,https://boxd.it/1WRS,3
2020-09-20,There Will Be Blood,2007,https://boxd.it/20Z2,5
2020-09-27,Enola Holmes,2020,https://boxd.it/hX2o,1
2020-10-01,Bastille Day,2016,https://boxd.it/aZYK,1
2020-10-04,Between Two Ferns: The Movie,2019,https://boxd.it/lw9g,4
2020-10-05,Twilight,2008,https://boxd.it/1Zui,2
2020-10-11,The Twilight Saga: New Moon,2009,https://boxd.it/1Hj2,1
2020-10-11,WarGames,1983,https://boxd.it/29qU,4
2020-10-17,Moneyball,2011,https://boxd.it/glS,4
2020-10-19,Bad Day for the Cut,2017,https://boxd.it/ff6M,4
2020-10-19,In a Valley of Violence,2016,https://boxd.it/987Q,3
2020-10-23,Batman: The Killing Joke,2016,https://boxd.it/djxe,2
2020-10-24,Cop Car,2015,https://boxd.it/9X0G,3
2020-10-26,The Producers,2005,https://boxd.it/1XzU,2
2020-11-09,Diamonds Are Forever,1971,https://boxd.it/29Pg,2
2020-11-09,Live and Let Die,1973,https://boxd.it/2aLk,4
2020-11-13,Draft Day,2014,https://boxd.it/61XO,2
2020-11-23,The Bourne Identity,2002,https://boxd.it/26EO,4
2020-11-23,You Only Live Twice,1967,https://boxd.it/29Rw,2
2020-11-26,For Your Eyes Only,1981,https://boxd.it/29MG,1
2020-11-26,The Living Daylights,1987,https://boxd.it/29Le,3
2020-11-26,Interstellar,2014,https://boxd.it/4VZ8,4.5
2020-11-29,Moonraker,1979,https://boxd.it/29MQ,2
2020-11-30,The Cabin in the Woods,2011,https://boxd.it/1zOc,4
2020-12-03,Octopussy,1983,https://boxd.it/29Mw,2
2020-12-05,On Her Majesty's Secret Service,1969,https://boxd.it/29Rm,3
2020-12-06,Licence to Kill,1989,https://boxd.it/29L4,4
2020-12-12,The Secret Life of Walter Mitty,2013,https://boxd.it/3SWy,2
2020-12-14,Ava,2020,https://boxd.it/jFH8,1
2020-12-20,Syriana,2005,https://boxd.it/2aOS,4
2020-12-22,The Mechanic,1972,https://boxd.it/1F9u,1
2020-12-24,American Gangster,2007,https://boxd.it/23wi,4
2020-12-26,Tenet,2020,https://boxd.it/leq4,3
2020-12-27,Mank,2020,https://boxd.it/mIuC,5
2020-12-29,Soul,2020,https://boxd.it/ioLA,2
